datetime,open,volume,sentiment_score,close,close_lag_1,volume_lag_1,sentiment_score_lag_1,close_lag_2,volume_lag_2,sentiment_score_lag_2,close_lag_3,volume_lag_3,sentiment_score_lag_3,alpha_momentum,indicator_alpha,high_lagged,low_lagged,open_lagged
2025-07-08 13:30:00,0.6429283404348143,0.046017207677876,0.076477692,0.6327090065515791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4956896551724138,0.0027584012809526,0.639796737648794,0.6075700872799075,0.6429283404348143
2025-07-08 14:30:00,0.6286673035741153,0.0772722228667582,0.935086925,0.6153634814512726,0.9383320490770288,0.0585826988518252,0.076477692,0.0,0.0,0.0,0.0,0.0,0.0,0.4956896551724138,0.0,0.639796737648794,0.6075700872799075,0.6429283404348143
2025-07-08 15:30:00,0.614406261228446,0.027204669359531,0.931559487,0.6701539493629063,0.9354197451825716,0.0894260351082796,0.935086925,0.9383320490770288,0.0585826988518252,0.076477692,0.0,0.0,0.0,0.4956896551724138,0.4673614275004594,0.6312131562448084,0.6301236236698613,0.6286673035741153
2025-07-08 16:30:00,0.6681591524974421,0.0096727455615514,0.0,0.6277532586626068,0.9446190338841493,0.0400179519885266,0.931559487,0.9354197451825716,0.0894260351082796,0.935086925,0.9383320490770288,0.0585826988518252,0.076477692,0.4956896551724138,0.2856794918162169,0.644574995505104,0.6350568460808441,0.614406261228446
2025-07-08 17:30:00,0.6253764532880848,0.0125244591166747,0.0,0.6546968655077968,0.9374999817978,0.022716951888038,0.0,0.9446190338841493,0.0400179519885266,0.931559487,0.9354197451825716,0.0894260351082796,0.935086925,0.4956896551724138,0.3557768215100706,0.6467129378893723,0.6414001719687382,0.6681591524974421
2025-07-08 18:30:00,0.6528013026656461,0.0201454659691491,0.0,0.6833701085644602,0.9420237982110942,0.0255311037787414,0.0,0.9374999817978,0.022716951888038,0.0,0.9446190338841493,0.0400179519885266,0.931559487,0.4956896551724138,0.4118730002766413,0.635489041013346,0.6450652422930426,0.6253764532880848
2025-07-08 19:30:00,0.6807747697000961,0.0392111125365927,0.724370398,0.6613435932284524,0.9468380195700752,0.0330517296860751,0.0,0.9420237982110942,0.0255311037787414,0.0,0.9374999817978,0.022716951888038,0.0,0.4956896551724138,0.3903006016036187,0.6557454717477681,0.6772038861789992,0.6528013026656461
2025-07-08 20:30:00,0.6608880755614304,0.0522687117598529,0.724370398,0.6613435932284524,0.943139780051616,0.0518662509548267,0.724370398,0.9468380195700752,0.0330517296860751,0.0,0.9420237982110942,0.0255311037787414,0.0,0.4956896551724138,0.3929066415420553,0.6563334781909924,0.6870707651548043,0.6807747697000961
2025-07-08 21:30:00,0.6608880755614304,0.0522687117598529,0.0,0.6613435932284524,0.943139780051616,0.0518662509548267,0.724370398,0.943139780051616,0.0518662509548267,0.724370398,0.9468380195700752,0.0330517296860751,0.0,0.4956896551724138,0.3949844404800381,0.6471489834079688,0.6730502976479513,0.6608880755614304
2025-07-08 22:30:00,0.6608880755614304,0.0522687117598529,0.0,0.6613435932284524,0.943139780051616,0.0518662509548267,0.0,0.943139780051616,0.0518662509548267,0.724370398,0.943139780051616,0.0518662509548267,0.724370398,0.4956896551724138,0.3965257463388887,0.6471489834079688,0.6730502976479513,0.6608880755614304
2025-07-08 23:30:00,0.6608880755614304,0.0522687117598529,0.0,0.6613435932284524,0.943139780051616,0.0518662509548267,0.0,0.943139780051616,0.0518662509548267,0.0,0.943139780051616,0.0518662509548267,0.724370398,0.4956896551724138,0.3976576622702062,0.6471489834079688,0.6730502976479513,0.6608880755614304
2025-07-09 00:30:00,0.6608880755614304,0.0522687117598529,0.0,0.6613435932284524,0.943139780051616,0.0518662509548267,0.0,0.943139780051616,0.0518662509548267,0.0,0.943139780051616,0.0518662509548267,0.0,0.4956896551724138,0.3983799837898272,0.6471489834079688,0.6730502976479513,0.6608880755614304
2025-07-09 01:30:00,0.6608880755614304,0.0522687117598529,0.0,0.6613435932284524,0.943139780051616,0.0518662509548267,0.0,0.943139780051616,0.0518662509548267,0.0,0.943139780051616,0.0518662509548267,0.0,0.4956896551724138,0.3987435367176198,0.6471489834079688,0.6730502976479513,0.6608880755614304
2025-07-09 02:30:00,0.6608880755614304,0.0522687117598529,0.0,0.6613435932284524,0.943139780051616,0.0518662509548267,0.0,0.943139780051616,0.0518662509548267,0.0,0.943139780051616,0.0518662509548267,0.0,0.4956896551724138,0.3988369202681873,0.6471489834079688,0.6730502976479513,0.6608880755614304
